index,sec_elapsed,n,mean,std
0,0.20647072792053223,90,9.0,0.0
1,0.21329593658447266,100,10.0,0.0
2,0.21973729133605957,110,11.0,0.0
3,0.25672316551208496,170,17.0,0.0
4,0.2631990909576416,180,9.0,0.0
5,0.2696354389190674,190,9.0,0.0
6,0.27602672576904297,200,10.0,0.0
7,0.28267788887023926,210,11.0,1.0
8,0.3541226387023926,220,13.0,0.0
9,0.3819408416748047,260,9.0,0.0
10,0.3948671817779541,280,9.25,0.4330127018922193
11,0.40151333808898926,290,10.0,0.0
12,0.41407227516174316,300,9.0,1.0
13,0.4285705089569092,310,10.0,0.0
14,0.4415154457092285,320,11.0,0.0
15,0.473369836807251,370,11.0,0.0
16,0.4798102378845215,380,10.0,0.0
17,0.4863162040710449,390,9.5,1.118033988749895
18,0.4926321506500244,400,10.0,0.0
19,0.4989502429962158,410,13.0,0.0
20,0.5588173866271973,420,10.0,0.0
21,0.5860674381256104,460,9.0,0.0
22,0.5925271511077881,470,8.5,0.5
23,0.59895920753479,480,9.25,0.4330127018922193
24,0.6175615787506104,510,11.0,0.0
25,0.623910665512085,520,10.0,0.0
26,0.6302955150604248,530,12.0,0.0
27,0.6550033092498779,570,10.5,0.5
28,0.6614906787872314,580,10.333333333333334,0.4714045207910317
29,0.668226957321167,590,11.0,0.0
30,0.6745688915252686,600,9.0,0.0
31,0.731914758682251,620,10.0,0.0
32,0.7558929920196533,650,10.0,2.0
33,0.7685127258300781,670,9.0,0.0
34,0.7749769687652588,680,10.5,0.5
35,0.7814481258392334,690,9.5,0.5
36,0.787858247756958,700,11.0,0.0
37,0.8067004680633545,730,11.0,0.0
38,0.81315016746521,740,9.0,0.0
39,0.8257663249969482,760,10.0,1.0
40,0.8321692943572998,770,9.0,1.0
41,0.8508710861206055,800,11.5,0.5
42,0.857219934463501,810,11.0,0.0
43,0.9539437294006348,850,12.0,0.0
44,0.9603638648986816,860,18.0,0.0
45,0.9788727760314941,890,8.5,0.5
46,0.9853482246398926,900,14.0,0.0
47,0.9979710578918457,920,12.0,0.0
48,1.0046184062957764,930,16.0,0.0
49,1.0172138214111328,950,9.5,0.5
50,1.0299553871154785,970,21.0,0.0
51,1.0363459587097168,980,24.0,0.0
52,1.0427517890930176,990,16.0,6.0
53,1.0492315292358398,1000,10.5,0.5
54,1.098642110824585,1020,9.0,0.0
55,1.1100962162017822,1030,11.0,0.0
56,1.1228978633880615,1040,9.0,0.0
57,1.1353826522827148,1060,11.0,0.0
58,1.1417739391326904,1070,9.0,0.816496580927726
59,1.1547515392303467,1090,9.0,0.0
60,1.1616480350494385,1100,10.5,0.5
61,1.1747677326202393,1120,9.0,0.0
62,1.187781572341919,1140,12.0,0.0
63,1.1945061683654785,1150,11.0,0.0
64,1.2012567520141602,1160,10.0,0.0
65,1.207857370376587,1170,10.0,0.0
66,1.2143940925598145,1180,10.0,1.0
67,1.2275829315185547,1200,10.0,0.0
68,1.2344334125518799,1210,11.0,0.0
69,1.2915468215942383,1220,8.0,0.0
70,1.309809684753418,1240,12.0,0.0
71,1.3223485946655273,1260,8.0,0.0
72,1.3287932872772217,1270,10.0,1.0
73,1.3351683616638184,1280,12.0,1.0
74,1.3478953838348389,1300,11.5,1.5
75,1.354478120803833,1310,9.5,0.5
76,1.3856394290924072,1360,9.0,0.0
77,1.3922739028930664,1370,10.0,1.0
78,1.3986179828643799,1380,10.0,0.0
79,1.4050712585449219,1390,8.0,0.0
80,1.4114227294921875,1400,11.666666666666666,3.0912061651652345
81,1.5729055404663086,1440,14.0,0.0
82,1.5794174671173096,1450,8.666666666666666,0.4714045207910317
83,1.5920367240905762,1470,8.0,0.0
84,1.5984599590301514,1480,11.0,0.0
85,1.6051769256591797,1490,11.0,0.0
86,1.6176998615264893,1510,11.0,0.0
87,1.6241328716278076,1520,12.0,0.0
88,1.6427481174468994,1550,10.5,0.5
89,1.6491906642913818,1560,13.5,2.5
90,1.655606985092163,1570,9.5,0.5
91,1.668165683746338,1590,10.0,0.0
92,1.7534723281860352,1630,13.666666666666666,3.0912061651652345
93,1.7599120140075684,1640,9.0,0.0
94,1.7724609375,1660,11.0,0.0
95,1.7850453853607178,1680,9.0,0.0
96,1.8037166595458984,1710,14.333333333333334,0.4714045207910317
97,1.810121774673462,1720,9.0,0.0
98,1.8165996074676514,1730,9.666666666666666,0.4714045207910317
99,1.8291435241699219,1750,9.0,0.0
100,1.8540024757385254,1790,11.0,0.0
101,1.860396146774292,1800,9.0,0.0
102,1.8667645454406738,1810,25.0,0.0
103,1.9684717655181885,1840,11.0,0.0
104,1.9821956157684326,1850,10.0,0.0
105,1.9893505573272705,1860,13.0,0.0
106,1.9961035251617432,1870,14.0,0.0
107,2.0027153491973877,1880,9.0,0.0
108,2.0158252716064453,1900,10.0,0.0
109,2.028369665145874,1920,11.0,0.0
110,2.034681558609009,1930,8.0,0.0
111,2.0471715927124023,1950,24.0,0.0
112,2.0597083568573,1970,14.666666666666666,7.318166133366716
113,2.0661733150482178,1980,13.0,1.0
114,2.078629970550537,2000,10.0,0.0
115,2.176069498062134,2040,11.5,0.5
116,2.182626724243164,2050,10.0,0.0
117,2.1951000690460205,2070,9.0,0.0
118,2.20145320892334,2080,10.0,0.0
119,2.214015245437622,2090,10.5,1.5
120,2.2372920513153076,2120,15.0,0.0
121,2.2499499320983887,2140,9.0,0.0
122,2.2564399242401123,2150,11.0,0.0
123,2.2627930641174316,2160,9.0,0.0
124,2.2695140838623047,2170,11.333333333333334,1.699673171197595
125,2.275912046432495,2180,21.0,0.0
126,2.2822608947753906,2190,10.0,0.0
127,2.294638156890869,2210,12.0,0.0
128,2.449037790298462,2230,11.0,0.0
129,2.4556453227996826,2240,10.0,0.0
130,2.462082624435425,2250,9.0,0.0
131,2.468606472015381,2260,9.666666666666666,0.9428090415820634
132,2.4749984741210938,2270,10.0,0.0
133,2.487809419631958,2290,10.5,0.5
134,2.4942502975463867,2300,9.0,0.0
135,2.5067288875579834,2320,8.0,0.0
136,2.5131540298461914,2330,10.0,0.0
137,2.519474506378174,2340,9.0,0.0
138,2.532053232192993,2360,10.0,0.0
139,2.5384349822998047,2370,11.0,0.0
140,2.544865369796753,2380,12.0,0.0
141,2.557452917098999,2400,10.0,0.0
142,2.653155565261841,2420,11.5,1.5
143,2.6649036407470703,2430,9.5,0.5
144,2.6715755462646484,2440,15.0,0.0
145,2.6785662174224854,2450,9.0,0.0
146,2.691746234893799,2470,10.0,0.0
147,2.698366641998291,2480,15.5,5.5
148,2.707582473754883,2490,9.0,0.0
149,2.7207815647125244,2500,8.0,0.0
150,2.7286205291748047,2510,9.0,0.0
151,2.735045909881592,2520,9.0,0.0
152,2.747607469558716,2540,10.0,0.0
153,2.760420322418213,2560,11.0,2.0
154,2.7668468952178955,2570,12.0,0.0
155,2.773324966430664,2580,9.666666666666666,0.4714045207910317
156,2.786156415939331,2600,8.0,0.0
157,2.792506694793701,2610,10.0,0.0
158,2.8598504066467285,2620,8.0,0.0
159,2.8926072120666504,2660,13.0,3.0
160,2.899369716644287,2670,9.5,0.5
161,2.906069755554199,2680,10.0,0.0
162,2.925413131713867,2710,11.333333333333334,1.247219128924647
163,2.9434871673583984,2730,17.0,0.0
164,2.9499075412750244,2740,10.0,2.0
165,2.962412118911743,2760,9.5,0.5
166,2.9688048362731934,2770,9.0,0.0
167,2.98740291595459,2800,11.0,2.0
168,2.99397611618042,2810,10.0,0.0
169,3.049252510070801,2820,10.0,1.0
170,3.0617034435272217,2830,9.0,0.0
171,3.07515025138855,2840,8.0,0.0
172,3.0854406356811523,2850,8.0,0.0
173,3.0921120643615723,2860,11.0,1.0
174,3.111146926879883,2890,9.0,0.0
175,3.117729902267456,2900,9.5,0.5
176,3.124251127243042,2910,9.0,0.0
177,3.1307411193847656,2920,9.0,0.0
178,3.137493848800659,2930,11.0,0.0
179,3.1440699100494385,2940,8.0,0.0
180,3.150564432144165,2950,10.5,0.5
181,3.1570425033569336,2960,10.0,0.0
182,3.1697347164154053,2980,9.0,0.0
183,3.176335573196411,2990,9.0,0.0
184,3.1828696727752686,3000,9.0,0.0
185,3.1894898414611816,3010,11.0,0.0
186,3.2540297508239746,3020,9.0,0.816496580927726
187,3.2738053798675537,3050,10.0,0.0
188,3.280374526977539,3060,11.0,0.0
189,3.2868576049804688,3070,11.0,0.0
190,3.2936065196990967,3080,10.0,0.0
191,3.3002920150756836,3090,9.0,0.0
192,3.306962251663208,3100,10.0,1.0
193,3.3136146068573,3110,9.0,0.0
194,3.3202712535858154,3120,10.0,0.0
195,3.326904058456421,3130,11.0,0.0
196,3.340175151824951,3150,10.0,0.0
197,3.346876382827759,3160,10.0,0.0
198,3.3599281311035156,3180,10.0,0.0
199,3.3732502460479736,3200,10.0,0.0
200,3.3799023628234863,3210,9.0,0.0
201,3.4644694328308105,3220,9.0,0.0
202,3.4789674282073975,3240,12.75,2.277608394786075
203,3.4857311248779297,3250,9.0,0.0
204,3.4982712268829346,3270,9.0,0.0
205,3.517190456390381,3300,10.0,0.0
206,3.5237338542938232,3310,10.0,0.0
207,3.536515951156616,3330,9.666666666666666,0.9428090415820634
208,3.54288911819458,3340,18.5,8.5
209,3.549248218536377,3350,10.0,0.0
210,3.5617287158966064,3370,11.5,1.5
211,3.5804014205932617,3400,9.0,0.0
212,3.661308526992798,3420,9.0,0.0
213,3.675581693649292,3430,13.0,0.0
214,3.69159197807312,3450,10.0,0.0
215,3.7223093509674072,3500,9.0,1.0
216,3.734769821166992,3520,9.0,0.0
217,3.7412185668945312,3530,11.0,0.0
218,3.7477195262908936,3540,9.0,0.0
219,3.7538833618164062,3550,18.0,0.0
220,3.760258197784424,3560,19.0,0.0
221,3.868974208831787,3640,17.0,9.201449161228174
222,3.8818552494049072,3660,12.0,2.0
223,3.8883895874023438,3670,14.5,2.5
224,3.8947560787200928,3680,34.0,0.0
225,3.913526773452759,3710,38.0,0.0
226,3.9198760986328125,3720,22.0,0.0
227,3.932356834411621,3740,10.0,0.0
228,3.938730478286743,3750,9.0,0.0
229,3.945115566253662,3760,9.0,0.0
230,3.951451301574707,3770,10.0,0.0
231,4.0407328605651855,3830,9.0,0.0
232,4.051745653152466,3840,9.0,0.0
233,4.0630457401275635,3850,13.5,0.5
234,4.074267625808716,3860,11.0,1.0
235,4.085149049758911,3870,14.5,4.5
236,4.14721417427063,3930,10.0,0.0
237,4.168497800827026,3950,10.333333333333334,0.4714045207910317
238,4.294100284576416,4020,9.0,0.0
239,4.309092283248901,4040,11.0,0.0
240,4.321997880935669,4060,13.666666666666666,3.7712361663282534
241,4.328538179397583,4070,17.666666666666668,4.0276819911981905
242,4.347202777862549,4100,26.0,0.0
243,4.353577375411987,4110,9.0,0.0
244,4.35989785194397,4120,26.0,0.0
245,4.3785560131073,4150,8.666666666666666,0.4714045207910317
246,4.391079425811768,4170,10.0,0.0
247,4.397709369659424,4180,12.0,0.0
248,4.404496192932129,4190,9.0,0.0
249,4.411010980606079,4200,16.0,0.0
250,4.491716146469116,4230,12.0,0.0
251,4.5004563331604,4240,9.0,0.0
252,4.507667541503906,4250,14.0,4.0
253,4.520493268966675,4270,10.0,0.0
254,4.527052164077759,4280,9.0,0.0
255,4.53362774848938,4290,10.0,1.0
256,4.540329933166504,4300,18.0,0.0
257,4.559344291687012,4330,9.0,0.0
258,4.572254657745361,4350,11.0,0.816496580927726
259,4.58504319190979,4370,11.0,1.0
260,4.708533763885498,4430,8.0,0.0
261,4.716675519943237,4440,9.0,0.0
262,4.72478985786438,4450,13.5,1.5
263,4.7329652309417725,4460,9.0,0.0
264,4.748766899108887,4480,11.0,0.0
265,4.757024526596069,4490,20.333333333333332,0.4714045207910317
266,4.780620098114014,4520,9.0,0.0
267,4.828117847442627,4570,8.0,0.0
268,4.8358542919158936,4580,11.25,1.920286436967152
269,4.849553346633911,4600,11.0,0.0
270,4.917963266372681,4620,10.0,0.0
271,4.924938678741455,4630,18.0,0.0
272,4.9325032234191895,4640,19.5,0.5
273,4.953218698501587,4670,9.333333333333334,0.4714045207910317
274,4.959866285324097,4680,10.0,0.0
275,4.9725940227508545,4700,10.0,0.0
276,4.979193210601807,4710,8.0,0.0
277,4.992053747177124,4730,11.0,0.0
278,4.998699426651001,4740,10.0,0.0
279,5.005252361297607,4750,11.0,0.0
280,5.011777877807617,4760,9.0,0.0
281,5.018494129180908,4770,10.0,0.0
282,5.025050640106201,4780,10.0,0.0
283,5.031616687774658,4790,9.0,0.0
284,5.038689136505127,4800,12.5,0.5
285,5.0451979637146,4810,10.0,0.0
286,5.138807058334351,4830,10.0,0.0
287,5.147424697875977,4840,10.0,0.0
288,5.166141748428345,4870,10.5,1.118033988749895
289,5.178670644760132,4890,9.5,0.5
290,5.185089111328125,4900,10.0,0.0
291,5.19146728515625,4910,10.0,0.0
292,5.210089445114136,4940,10.0,0.0
293,5.21652889251709,4950,12.0,0.0
294,5.2228686809539795,4960,9.0,0.0
295,5.229579210281372,4970,9.5,0.8660254037844386
296,5.2420814037323,4990,10.0,0.0
297,5.248539209365845,5000,10.0,0.0
298,5.254882097244263,5010,10.0,0.0
299,5.351613998413086,5050,9.0,0.0
300,5.35805869102478,5060,10.0,1.4142135623730951
301,5.3644514083862305,5070,12.0,0.0
302,5.371089458465576,5080,10.0,1.0
303,5.3775084018707275,5090,12.0,0.0
304,5.383880615234375,5100,9.5,0.5
305,5.408531904220581,5140,8.0,0.0
306,5.414934158325195,5150,9.0,0.0
307,5.42128586769104,5160,11.0,0.0
308,5.445847749710083,5200,11.0,1.0
309,5.452168703079224,5210,11.0,0.0
310,5.536892414093018,5230,11.5,2.5
311,5.546125888824463,5240,17.5,0.5
312,5.55950403213501,5250,17.0,0.0
313,5.5677878856658936,5260,10.5,0.5
314,5.592750787734985,5300,9.5,0.5
315,5.5991621017456055,5310,9.5,1.5
316,5.61190390586853,5330,9.5,0.5
317,5.624746084213257,5350,10.5,0.5
318,5.631392240524292,5360,10.0,0.0
319,5.637784957885742,5370,11.0,0.0
320,5.644220352172852,5380,8.0,0.0
321,5.650542497634888,5390,8.0,0.0
322,5.66286563873291,5410,9.0,1.0
323,5.73236083984375,5420,10.5,1.5
324,5.745517253875732,5440,8.0,0.0
325,5.752113580703735,5450,10.0,0.0
326,5.765228271484375,5470,9.5,0.5
327,5.771548509597778,5480,9.0,0.0
328,5.7900731563568115,5510,10.8,2.6381811916545836
329,5.802464723587036,5530,9.0,0.0
330,5.8088579177856445,5540,9.0,0.0
331,5.815199613571167,5550,8.0,0.0
332,5.827564477920532,5570,9.0,0.0
333,5.8338844776153564,5580,11.0,0.0
334,5.852486610412598,5610,10.0,0.0
335,5.910959959030151,5620,11.0,0.0
336,5.922268867492676,5630,10.0,0.0
337,5.943626165390015,5650,10.0,0.0
338,5.954633951187134,5660,9.0,0.0
339,5.965633869171143,5670,11.0,2.0
340,5.992977142333984,5710,9.0,1.0
341,5.999309778213501,5720,10.5,0.5
342,6.00570273399353,5730,12.0,0.0
343,6.012339115142822,5740,9.0,0.0
344,6.0187225341796875,5750,11.5,2.5
345,6.0251219272613525,5760,9.0,0.0
346,6.044736862182617,5790,12.0,0.0
347,6.103352785110474,5820,8.0,0.0
348,6.122607946395874,5850,9.5,0.5
349,6.129115343093872,5860,12.5,1.5
350,6.135576009750366,5870,14.0,0.0
351,6.141931772232056,5880,9.0,0.0
352,6.160585403442383,5910,9.0,0.0
353,6.173084020614624,5930,21.5,0.5
354,6.179441928863525,5940,9.0,0.0
355,6.185864448547363,5950,16.5,7.5
356,6.192301034927368,5960,10.0,0.0
357,6.198683500289917,5970,11.0,1.0
358,6.211435794830322,5990,8.0,0.0
359,6.29566764831543,6020,11.5,2.5
360,6.302661180496216,6030,9.0,0.0
361,6.316467761993408,6050,10.666666666666666,0.9428090415820634
362,6.323352813720703,6060,9.5,0.5
363,6.335858345031738,6080,10.0,1.0
364,6.385003328323364,6160,10.0,0.0
365,6.391367673873901,6170,9.0,0.0
366,6.403747797012329,6190,14.0,0.0
367,6.41007399559021,6200,15.0,0.0
368,6.41650652885437,6210,16.0,0.0
369,6.505259990692139,6240,21.0,0.0
370,6.511828422546387,6250,16.0,7.0
371,6.518651962280273,6260,9.5,0.5
372,6.524999380111694,6270,10.0,0.0
373,6.5625221729278564,6330,12.0,0.0
374,6.569156169891357,6340,9.0,0.0
375,6.575635194778442,6350,12.0,3.0
376,6.582289218902588,6360,18.25,9.443913383762052
377,6.595045566558838,6380,13.0,0.0
378,6.607914447784424,6400,13.0,0.0
379,6.713487863540649,6440,9.0,0.0
380,6.720195293426514,6450,9.5,0.5
381,6.72675347328186,6460,11.25,1.299038105676658
382,6.7332048416137695,6470,11.0,0.0
383,6.751838445663452,6500,10.0,0.0
384,6.770545244216919,6530,9.0,0.0
385,6.776925802230835,6540,8.0,0.0
386,6.783405780792236,6550,11.5,3.2015621187164243
387,6.789883613586426,6560,9.5,0.5
388,6.808899641036987,6590,13.0,0.0
389,6.8153345584869385,6600,10.0,0.0
390,6.940054655075073,6700,17.0,0.0
391,6.995786190032959,6790,25.0,0.0
392,7.093063116073608,6820,12.0,0.0
393,7.11874532699585,6860,31.0,0.0
394,7.131432056427002,6880,33.0,0.0
395,7.169018268585205,6940,36.5,1.5
396,7.194392681121826,6980,38.0,0.0
397,7.402751207351685,7210,66.0,0.0
398,8.375844955444336,7240,69.0,0.0
399,8.39653205871582,7260,70.0,0.0
400,8.915464401245117,7800,93.0,1.0
401,9.22104001045227,8100,131.0,0.0
402,9.252954483032227,8150,133.0,0.0
403,9.381500482559204,8240,130.0,0.0
404,9.511687755584717,8410,31.0,0.0
405,10.326926469802856,8750,154.0,0.0
