index,sec_elapsed,n,mean,std
0,0.12111115455627441,80,8.0,0.0
1,0.1272728443145752,90,9.0,0.0
2,0.13327813148498535,100,10.0,0.0
3,0.1392357349395752,110,11.0,0.0
4,0.1452772617340088,120,12.0,0.0
5,0.1742243766784668,170,8.5,0.5
6,0.18018078804016113,180,8.0,0.0
7,0.1861739158630371,190,9.5,0.5
8,0.192185640335083,200,10.0,0.0
9,0.19817471504211426,210,10.0,0.816496580927726
10,0.20413875579833984,220,10.0,0.0
11,0.23282241821289062,270,10.0,0.0
12,0.23879027366638184,280,9.5,0.5
13,0.24480962753295898,290,10.0,0.0
14,0.2507352828979492,300,9.5,0.5
15,0.256760835647583,310,9.666666666666666,0.4714045207910317
16,0.2857701778411865,360,9.0,0.0
17,0.3031351566314697,390,10.0,0.816496580927726
18,0.3091249465942383,400,11.0,1.0
19,0.31511902809143066,410,10.0,0.0
20,0.3210451602935791,420,11.0,0.0
21,0.33852076530456543,450,11.5,2.5
22,0.34453368186950684,460,10.0,0.0
23,0.35614490509033203,480,9.0,0.0
24,0.3621819019317627,490,9.666666666666666,0.4714045207910317
25,0.3682084083557129,500,9.5,0.5
26,0.38583946228027344,530,11.0,0.0
27,0.39180946350097656,540,9.0,0.0
28,0.4034581184387207,560,10.0,0.0
29,0.4093790054321289,570,9.0,0.0
30,0.41539788246154785,580,11.0,2.0
31,0.4213564395904541,590,10.0,0.0
32,0.4329817295074463,610,11.0,0.0
33,0.4389176368713379,620,12.5,0.5
34,0.4562973976135254,650,12.0,0.0
35,0.46223926544189453,660,11.0,1.0
36,0.4681670665740967,670,10.0,0.0
37,0.4741535186767578,680,9.5,0.5
38,0.48036813735961914,690,11.0,0.0
39,0.4977889060974121,720,10.333333333333334,0.4714045207910317
40,0.5435764789581299,800,11.0,0.0
41,0.5495259761810303,810,12.0,3.0
42,0.5554804801940918,820,12.0,2.0
43,0.5670967102050781,840,12.0,0.0
44,0.5730221271514893,850,20.0,0.0
45,0.5961923599243164,890,23.0,0.0
46,0.6021349430084229,900,10.0,0.0
47,0.6081798076629639,910,10.0,0.0
48,0.6141567230224609,920,10.0,0.0
49,0.6201703548431396,930,17.5,8.5
50,0.6262023448944092,940,9.0,0.0
51,0.6550185680389404,990,20.5,10.5
52,0.6609880924224854,1000,9.5,0.5
53,0.66690993309021,1010,10.0,0.0
54,0.6728672981262207,1020,10.0,0.0
55,0.6844608783721924,1040,11.0,0.0
56,0.7247076034545898,1110,9.0,0.0
57,0.7306361198425293,1120,9.5,1.5
58,0.7366137504577637,1130,13.0,0.0
59,0.7542018890380859,1160,17.0,0.0
60,0.7601468563079834,1170,17.0,0.0
61,0.7774698734283447,1200,17.5,8.5
62,0.7891647815704346,1220,16.666666666666668,8.73053390247253
63,0.795325517654419,1230,10.5,0.5
64,0.8013880252838135,1240,8.0,0.0
65,0.8131053447723389,1260,10.0,0.0
66,0.8303475379943848,1290,12.0,0.0
67,0.8362078666687012,1300,10.0,0.0
68,0.8422031402587891,1310,9.25,1.0897247358851685
69,0.8480706214904785,1320,10.0,0.0
70,0.8541064262390137,1330,10.0,0.0
71,0.8600990772247314,1340,10.0,0.0
72,0.877453088760376,1370,8.0,0.0
73,0.8833773136138916,1380,12.0,0.0
74,0.8893613815307617,1390,8.5,0.5
75,0.8953711986541748,1400,9.0,0.0
