index,sec_elapsed,n,mean,std
0,0.11401915550231934,80,8.0,0.0
1,0.12037944793701172,90,9.0,0.0
2,0.1265559196472168,100,10.0,0.0
3,0.1326758861541748,110,11.0,0.0
4,0.13868927955627441,120,12.0,0.0
5,0.16782546043395996,170,9.0,0.0
6,0.17405056953430176,180,9.333333333333334,0.4714045207910317
7,0.18023324012756348,190,9.5,0.5
8,0.1861417293548584,200,9.333333333333334,0.4714045207910317
9,0.19803071022033691,220,10.0,0.0
10,0.22174334526062012,260,9.0,0.0
11,0.2337791919708252,280,10.0,0.0
12,0.23998212814331055,290,9.8,0.7483314773547883
13,0.24604177474975586,300,8.0,0.0
14,0.257767915725708,320,12.0,0.0
15,0.28145527839660645,360,10.0,0.0
16,0.2875645160675049,370,9.0,0.0
17,0.29359912872314453,380,9.0,0.0
18,0.2997305393218994,390,10.0,0.0
19,0.3058314323425293,400,11.0,1.0
20,0.3120238780975342,410,9.0,0.0
21,0.3352048397064209,450,9.0,0.0
22,0.3470888137817383,470,10.0,0.0
23,0.35298943519592285,480,9.0,0.0
24,0.3590686321258545,490,10.25,0.4330127018922193
25,0.3650627136230469,500,9.5,0.5
26,0.37145352363586426,510,11.0,0.0
27,0.3834187984466553,530,8.0,0.0
28,0.3950643539428711,550,8.0,0.0
29,0.40695762634277344,570,9.0,0.0
30,0.41289663314819336,580,8.666666666666666,0.4714045207910317
31,0.4188709259033203,590,10.0,0.0
32,0.42502450942993164,600,10.5,0.5
33,0.43088459968566895,610,10.0,0.0
34,0.4368245601654053,620,9.0,0.0
35,0.448894739151001,640,9.0,0.0
36,0.4608440399169922,660,8.0,0.0
37,0.467055082321167,670,9.5,0.5
38,0.4732472896575928,680,9.5,0.5
39,0.47933220863342285,690,9.0,0.0
40,0.4913151264190674,710,10.0,0.0
41,0.5031306743621826,730,11.0,0.0
42,0.5091433525085449,740,10.0,0.0
43,0.515064001083374,750,8.5,0.5
44,0.5267338752746582,770,9.0,0.0
45,0.5328328609466553,780,10.0,0.816496580927726
46,0.5445873737335205,800,11.0,0.0
47,0.5505979061126709,810,10.0,0.0
48,0.5621364116668701,830,9.5,0.5
